SYMBOL,ACHROMOSOME,normal1,normal2,normal3,normal4,normal5,normal6,normal7,cancer1,cancer2,cancer3,cancer4,cancer5,cancer6,cancer7
ADAM11,17,195.3,231.7,129.5,120.3,321.8,339.6,393.4,29.5,101.4,117.1,110.3,79.1,55.4,285
STXBP1,9,441.8,1203.4,1314.7,1135.2,1921.8,1419.8,903.2,1002.9,1127.4,1610,626.3,1737.4,1868.4,770.7
FTH1,11,2576.7,4775.8,4105.4,2015.4,438.6,1340,2380.5,1861.4,2780.5,1496.2,4050.1,5014.9,3726.7,4599.1
APLP2,11,795.4,1303.6,87.6,487,1148.7,1354.3,799.2,900,1684.9,1972.6,687.9,4122.1,3972.2,3212.6
CD40LG,X,22.2,108.1,851.8,74.1,118.6,67.3,43.8,47.8,7.3,4.7,11.8,19.8,8.5,26.9
NA,NA,42.1,310.1,1043.7,112.2,530.3,420.4,135.6,71.1,43.9,71.4,31.9,86.3,64.6,47
GPR3,1,256,736.5,324.8,240.7,1361.9,848.7,584.5,272,252.2,122,425.4,546.5,202.1,141.9
CRHR2,7,82.4,357.2,123.5,447.5,642,209.3,240,146.6,77.4,135,143.1,64.9,181.6,58.7
CRHR2,7,32.2,567.3,38,67.4,1123.9,723.9,610.7,82.7,93.4,59,108.9,128.8,40.6,192.2
CRHR2,7,697.8,3324.4,2655.1,1862.6,5350.2,4765.8,2421.4,394.6,686.9,430,1085.2,632.3,481.7,1269.1
KCNJ10,1,35,54.8,149.3,183.4,89.1,172.6,115.4,18.7,6.6,15.6,42.2,54.6,20.3,12.9
ZKSCAN3,6,601.7,2553.3,1404.2,500.3,2091.9,1860,1301.6,392.1,287.5,321.6,401.7,409.1,339.1,390.9
NA,NA,22.1,80.4,243.9,15.5,151.6,81.6,34.9,10.7,11.6,7.1,12.4,21.1,13.3,20.2
NA,NA,70,52.7,805.1,21.9,394.1,592.1,201,85.6,34.3,26.9,16.3,192.7,44.5,106.2
IL12A,3,33.9,229.2,137.1,135.1,381.5,308.8,114.4,65.2,17.6,21.5,51.9,86.3,26.8,35.5
LY96,8,618.2,562.6,494.9,518.8,96,117.9,492.6,88.7,151.8,391.8,446.7,123.1,183.2,457.2
NA,NA,19.5,74.5,401.4,9,273.7,51.7,108.9,17.3,6.4,1.8,55.6,21.5,1.6,13.6
NA,NA,76.8,62.5,55.3,127.2,388.7,339.1,232.9,27.4,50,66,23.5,70,24.5,106.9
KIAA0087,7,60.2,74.1,36.2,17.7,60.6,404,146.6,5.2,29.5,12.6,8.3,70.1,27.9,30.7
CACNA1B,9,267.2,618.6,594.7,254.4,893.2,619.3,559.3,146.8,484.4,107.5,174.5,147.2,149.6,150
NA,NA,143.6,1234.3,509.2,292.6,1715,953.5,710.9,198.2,170.2,161,97.5,206.3,152.5,319.3
PHEX,X,66.4,56.9,100.8,42.1,28.4,83.6,26,11.1,39.2,9.6,55.2,72.4,22.3,16.7
AZU1,19,34.5,191.9,605.1,141.7,207.1,185.4,125.9,44.2,55,75.5,85.7,81.6,37.4,132.8
CRYGC,2,192.8,106.6,268.9,197.1,207.8,77.1,122.8,21.5,23.5,28.7,28.3,48.9,26.8,81.2
CCL1,17,125.1,521.3,540.8,525.2,1174.5,929.4,767,44.3,108.4,37.9,217.2,95.5,29,214.9
IL7,8,66.6,45,825.8,41.4,132,117.5,90.9,21,7,15.2,24.6,66.2,27.3,112.1
HLA-DOA,6,531.7,3209.2,2449.3,1496.5,3346.4,2863.9,2080.4,542,391.5,479.1,457.3,894.5,540.4,1227.7
MKRN3,15,5.6,42.7,30.6,27.5,33.3,47,23.6,23.6,2.5,6.4,18.1,14.3,3.6,9.4
IFNW1,9,153.6,811.3,570.6,523.2,1203.1,863,759.3,146.1,151,89.8,174.8,204.3,111.3,232.3
MAGEB1,X,33.2,31.6,39.6,29.8,269.7,28.8,235.1,18.5,14.2,10.1,10.6,74.4,29.1,11.5
DAZL,3,61,165.5,105.2,24,250.9,265.5,482.8,50.6,45.9,56.4,59.8,62.8,9.2,42.1
DAZL,3,2.8,98.1,430.1,276.8,44.3,224.9,215.8,9.7,15.1,4.3,91.8,88.1,8.1,55.1
NPY6R,5,60.8,190.2,629.4,30.9,262,181.9,260.2,38.9,26,24.9,30.3,46.3,27.2,10
RASL10A,22,36.2,70.1,696.5,67.7,105,49.1,98.2,31.2,13.4,131.5,28.1,85.5,42.6,104.4
BTC,4,34.5,43.1,107.2,16.7,452.8,22.2,414,43.8,12.6,7.4,36.4,33.7,10.7,114.4
ONECUT1,15,40.3,42.9,51.2,8.1,126.9,25.6,15.6,6.9,5.7,3.6,39.9,7,2.7,13.7
GFI1,1,42.4,576.4,145.5,275.9,1771.2,217,150.4,133.2,40.1,38.6,82.5,156.1,82,90.9
ABCB4,7,64.2,107.4,58.4,27.6,341.6,203.9,253,24.3,11.3,10.3,7.6,8.5,15.6,30.5
RNASE3,14,76.3,247.5,117.1,77.6,406.4,431.1,82.8,72.3,51.8,34.5,132.8,106.2,10.6,135
PFKFB1,X,15.5,204.1,730.3,374.7,268.9,78.5,374.7,35.8,15.6,90.8,31.7,81,21.4,108.5
IL4,5,18.1,42.7,92,44.7,63.8,56.2,55.9,11.6,6.7,10.1,5.2,9.8,12.9,25.9
ZNF43,19,208.2,271.1,120.3,215.2,251.8,106.8,294.2,287.2,689.4,283.8,171.7,164,212.8,577.6
CD101,1,30.6,87.3,94.7,51,200.3,52.4,80,14,26.6,20,14.2,40,14.2,34.2
HSP90AB1,6,9890.7,2633.9,576.7,1317.8,1159.5,3410.2,5538.1,10652.4,9581,11586.2,12869.5,8154.4,14192,21912.5
HSP90AB1,6,142,1107.1,220.1,517.1,1722.7,931.3,783.9,209.1,231.4,98.1,88.5,160.6,195.8,209.8
HSP90AB1,6,134.1,879.2,380.5,308.3,1819.9,1267.5,912,295.3,391.9,171,158.2,301.1,294.7,576.6
ARF1,1,1511.9,1079.7,83.4,734.8,692.2,645.9,1128.4,1780.1,2434.2,1874.2,980.3,2583.5,3231.3,3479.3
TMBIM6,12,1630.3,1045.8,1096.5,408.4,404.6,1170.5,2142.6,2799.3,3897.8,3602.4,2245.2,4994.4,6808.7,7248.5
TMBIM6,12,311.1,1729.9,209.1,83,1631.4,1393.7,1311.3,460.6,2713.7,198.6,65.2,457.8,2768.9,3171.9
ALB,4,18.5,465.8,65.9,43.5,605.2,337.3,286.7,89.4,18,17.4,42.5,93.5,47,8.1
ALB,4,4.8,205.8,61.6,12.9,393.5,79.4,56,56.4,49.8,2.8,10.7,13.6,16.5,19.2
ALB,4,11.2,41.3,68.1,60.7,49.9,47.6,40.1,8.8,59.6,6.4,9.1,48.3,12.3,22.2
MYL6,12,2350.4,916,202,1757.8,576.7,384.6,1142.1,459.6,1403.7,1075.6,5057.2,1340.8,1218.9,2028.1
MYL6,12,26330.8,19381.2,36273.7,94488,4616.6,10532.7,30741,9771.7,9375.1,14812.8,39395,27666.9,13642.9,16355.2
GUCA2A,1,22.6,82.3,97.5,53.2,104.2,80.5,63.8,20.9,17.2,17.4,25.1,41,25.1,52
NMBR,6,6.1,80.8,86.1,26,118,98.2,94,8.5,10.2,6.4,10.7,7.6,4.8,72.2
GAB1,4,92.6,191.2,324.4,331.8,456.3,551.9,245.8,86.9,34.9,115.4,89.6,273.5,89.7,60.2
NTS,12,5.9,73.3,44.2,31.9,80.5,176.4,66.8,715,10.9,10.7,33.7,200.4,6.7,70.2
IGHV5-78,14,3.8,223.4,211.9,287.9,701.5,384,253.9,64.4,19.9,49.6,73.4,16.8,50,120.9
CAV2,7,271,183.4,808,101.5,200.3,182.3,160,312.7,722.3,2353.8,245.6,1115,1431.3,710.7
IGHV5-78,14,16.1,40.3,90.5,166.3,19.8,90.1,123.4,1,12.6,4.9,8.3,54.7,2.6,20.3
ZNF204P,6,101.3,86.6,272.1,45,50.7,109.4,132.7,204.2,111.4,72.9,164.6,306.5,202.5,437.4
HSD3B2,1,68.9,678.3,361.5,194,1016.1,795.5,635,18.9,86.7,90.5,16.9,81.3,44.2,31.5
TPI1,12,3814.5,2250.8,2061.3,4152.7,147.2,619.6,2276.9,6241.9,2158,2069.2,7018.2,1839.3,2922.8,2584.5
MPL,1,68.3,113.5,141.7,331.2,108,85.5,59.4,51.3,20,22.3,25.5,16.1,23.2,26.8
PIGR,1,387.4,1197.8,704.3,452.1,1660.9,1673.3,1128.8,293.9,315.4,248.3,221.2,419,289.3,642.7
MAPK8,10,23.8,378.7,687.1,555.1,153.4,260.2,529,28.7,147.1,41.9,23.5,114.9,89.2,239.7
GRM8,7,80.2,12.6,31.7,6.9,25.1,18.2,7,60.3,2.1,4.9,23.8,11.6,5,204.6
REM1,20,140.1,266.4,372.4,1165.6,2008.9,1287.7,758,356.2,230.7,272.7,388.7,612.7,260.3,860.3
CTAG2,X,15.4,163.2,90.5,52.8,426.5,58.5,43,12.2,13.9,13,15.1,74.3,18.4,235.7
ARHGAP22,10,92.1,517.6,131.8,93.1,165.1,166.1,455.1,71.8,22,101.7,215,148.2,93.5,69.8
HRK,12,144.3,880.8,807.8,107.5,1364.9,857.3,510,183.1,204.8,150.6,192.5,235.3,109.1,309.7
KRT34,17,38.5,369.4,93.7,12.9,364.8,131.8,274,73.6,163,62.5,26.7,97.4,52.5,17
POU1F1,3,9.9,16.7,33.9,53.1,230.4,166.4,111.7,11.4,1.1,19.7,29.7,42.5,12.7,61.5
POU1F1,3,6.5,7.4,142.1,16.8,125,18.7,137.3,3.6,3.4,0.7,5,46,13.4,7.8
PTGFR,1,31.3,89.8,317.2,51.6,277.8,141.6,200.3,2,8.7,7.6,25.7,79,16.9,56.2
ABCC1,16,120,493.4,392.4,377.1,783,280.5,279,282.3,615.9,206,105.8,185.6,297.1,393.4
ABCC1,16,56.5,53.4,604.6,154.8,57.4,32.5,77.3,31.1,128.6,9.1,30.7,22.7,26.2,54.5
COL19A1,6,124.1,930.7,312,226.7,1009,864.1,745.7,107.9,111.1,145.1,68.5,240.3,136.2,314.7
CHRNA3,15,12,21.2,129.3,20.8,117.7,41.8,72.1,10.4,6.2,6.5,8.3,25,16,26.4
AVP,20,6.1,133.2,155.1,41.7,47.2,58.8,51.7,20.4,5.4,4.6,22.3,24.6,8.7,22.6
IL2,4,22.2,10,391.6,328,373.1,183.2,18.7,39.6,19.1,5.9,3,14.4,29.3,13.1
CXCL3,4,84.9,129.1,41.3,52,331.2,124,270.3,137.5,16.1,53.9,66.9,223.8,48.5,156.4
FCER1A,1,14.6,133,38.7,16.6,58.1,29.2,21.2,4.1,6.8,21.7,86.3,34.3,4.1,16.2
CLCN5,X,74.6,377.2,151.9,16.4,335.9,355.3,231.2,24,64.1,111.3,127.9,134.9,69.5,45.8
GABRA6,5,8.5,33.8,523.3,12.9,187.3,32.9,18.4,10.1,4,5.2,3.2,71.3,27.3,17.4
NA,NA,163.6,167,267.4,80.9,674.9,366.6,125.5,65.3,36,79.3,67.6,39.7,52.5,70.8
NA,NA,429.1,241.7,394,435.8,165.8,135,107.2,221.5,316.2,116.5,372.5,112.9,222.9,401.6
GPR19,12,7.1,34.6,402,341.4,44.8,44.3,66.2,71.9,40.7,37.1,132.5,19.7,71.2,20.6
DMP1,4,8.8,50,613.1,24.4,149.1,80.9,62.1,26.2,8.1,10.3,12.9,37,10.8,59.1
TULP1,6,65.5,97.7,1106.3,227.2,167.8,130.5,71.8,44.3,57.9,48.1,49.8,47.6,44.8,104.8
KRIT1,7,29.8,112.7,52.5,62.4,283.6,186.5,256.7,63.2,220.8,41.2,3.5,81.2,295,263.9
NA,NA,14.7,282.1,171.3,75.3,668.4,240.3,696.6,38,74.3,57.8,70.7,69.5,27.2,40.9
LILRA2,19,60.3,64.2,220.6,108.3,60.6,87.9,133.2,74.4,18.6,32.9,68.8,141.6,24.8,19.9
STARD8,X,179.4,329,1440.5,102,583.3,270.1,654.2,120.1,76.8,127.7,89,454.3,174.9,88.8
SLC10A1,14,87.9,46.4,554.2,467.8,280.5,89.5,260.1,26.9,16.1,49.4,28.7,26.2,38.6,30.7
UHRF2,9,5.1,71.2,100.5,14.1,78.8,70.4,118.7,4.3,5.4,7,4.9,13.7,3.9,16.9
IL9,5,33.1,50.4,460.5,50.2,128.5,205.4,44.7,6.1,9.4,10.4,15.6,16.8,6.9,24.9
SLC6A13,12,105.9,463.2,107.7,122.5,1042.3,545.7,318.2,66,97.6,163.6,68,73.1,170.9,125.1
NCR1,19,186.4,141.6,43.9,23.4,81,134.1,222.7,19.5,32.7,68.7,24.1,14.2,133.1,14
NCR1,19,93,542.2,455.6,19.4,547.3,533.8,40.1,22.5,133.7,74,146.4,292.8,33.9,80.1
CCL22,16,101.6,1129.8,194.1,171.4,220.9,826.3,1118.3,291,302.7,162,81,248.9,81.4,553.3
CHAD,17,62.9,157.1,600.6,510.2,381.2,311.4,244.9,60.8,32.7,178.2,231.6,83.7,32.1,135.4
C6orf105,6,106,205,93.6,495.4,125.8,312.5,391.8,138.2,23.9,27.6,97.1,33.5,86.8,172.1
HSF2BP,21,13.9,136.3,106,12.4,71,45.9,35.5,47.5,8.4,79.2,16.6,12,30.8,15.9
CT62,15,17.5,216.9,307.4,350,248.6,445.2,42.6,5.8,23,11.8,93.2,60.3,15.6,50.4
SH3BP1,22,432.2,1346,3479.6,1026.2,1215.9,1308.1,1416.9,716,314,683.6,839.9,823.1,540,245.2
OVOL1,11,101.6,399.9,1390.8,177,1070.2,371.8,571.6,144.6,184.5,135.2,227.6,225.6,81.4,100.6
GK2,4,38.9,25.6,47.6,65.3,38.6,30.6,20.4,4,3.7,4,11.5,15.2,4.5,15.9
NA,NA,20.5,195.6,135.8,194.2,464.2,137.9,40.3,44.2,23.4,8.4,105.2,17,15.3,18.4
ACSM1,16,8.9,13.9,191.6,306,25.9,14.9,40.4,8.8,6.1,3.4,3.5,13.6,7.1,19.6
LRCH1,13,79.3,97.5,54.4,341.4,157.4,112.7,107.4,59.9,31.3,42.8,49.7,96,12.1,37.6
STX2,12,160,73.1,40.2,275.9,41.1,58.1,28.8,57.8,35.2,28,46.9,25.1,65,156.4
ZPBP,7,2.8,19.1,102.7,51.9,307.9,43,52,9.9,2.7,2.1,4.9,12.4,13.9,15.2
CD70,19,42.9,225,283.8,71.8,380.6,281.1,463.4,60.3,107.6,300,60.1,88.5,379.6,330.4
ACVR1B,12,132.5,389.2,147,23.1,243.2,251.6,282,57,36.6,47.2,77.3,11.3,76.9,137.9
ACVR1B,12,137.2,1064.4,1559.3,82.2,1218.3,511,434.2,23.1,94.8,20.1,142,37.8,20.8,284.8
SLC28A2,15,19.1,322.7,562.7,68,522.4,201.9,130.6,67.4,37.5,30.2,26.2,120.8,56.7,99.5
ZNF141,4,9.9,77.7,127.2,209.5,193.7,420.1,211.8,67,145.8,51.3,32.1,70,81.3,68.4
PVT1,8,6.1,31.3,89.6,14.7,232.9,322.2,38.2,76.1,202.3,48.8,19.6,97.8,161.9,88.5
PVT1,8,458.5,2687.5,1600.6,635.1,2532.2,1473.2,1847.4,490,590.5,290.6,247.9,323.3,432,399.7
PVT1,8,31.6,129.6,153.7,612.3,203,83.3,139.5,14.7,9.4,9.3,21.5,39.2,26.1,43.3
ETV2,19,22.4,117.8,161.5,362.5,312.9,131,135.9,88.9,160.6,23.3,132,186.8,116.8,261
RECQL5,17,131.3,383.2,373,365.9,584.2,389.3,264.6,140.6,219.3,70,56.6,134.9,95.3,189.6
NCR2,6,68.4,476.2,296.7,146.8,668.7,372.8,277.2,69.2,87.7,74.9,108.6,89.1,60.8,137.3
ONECUT2,18,17.5,61.4,43.6,92.9,51.9,55.4,43.4,5.9,8.5,5.4,91.5,23.3,11.4,74.6
H6PD,1,913.7,3219.2,2060,1092.8,3215.5,3243.1,2181.1,598.3,755.4,673,851.4,953.6,788.1,1850.6
TMPRSS6,22,604.2,1780.6,394.9,842.5,3260.5,2190.9,1737.1,473.2,307,212.2,355.7,632.2,576.4,659.9
SSX1,X,78.1,158.2,25.2,64.2,539.8,228,169.2,177.8,232.3,84.9,80.2,85,87.5,28.3
NA,NA,212.5,825.4,319.8,326.6,696.4,270.2,447.1,298.4,396.5,169.8,198.5,94.7,264.1,280.4
PDIA2,16,84.5,151,236.5,112.4,145.9,59.4,78.6,149.7,71.2,62.4,427.5,24.8,39.3,73.9
NA,NA,50.7,359.7,194.2,838.2,167.6,260.9,153.6,89.6,58.7,44.9,97.2,117.5,93.1,105.7
NA,NA,212.7,475.5,847.4,113.4,228.3,208.1,365.1,213.6,155.6,113.4,53.2,128.2,125,146.6
GNAT1,3,30.6,458.5,66.4,628.7,130.6,123.1,81.2,82.6,29.5,63.8,36.7,190.8,94.8,30.8
GNAT1,3,138.8,78.6,436.9,191.1,681.1,456.4,183.4,15.3,63.9,33,118,94.6,29.6,47.8
PCGF3,4,20.3,87,955.8,50.5,91.7,182.4,70.9,17.3,187.8,18.3,19.9,39.8,174,88.4
NA,NA,7.8,48.1,43.4,89.9,47.5,41.7,35.9,6.4,11.3,6.4,42.9,12.4,10,22.5
CXCR3,X,727,1163.4,2826.4,1884.8,454,594.3,1086.9,502.1,600.5,346.1,711.5,471.6,339.7,615.6
CYP2C19,10,127.3,2250,709.6,160.5,894.4,1206.3,1870.4,436.5,273.9,346.9,54.2,417.7,273.9,484.1
INE1,X,96.1,501.7,1771.5,187.1,731.5,617.6,438.9,209,253.6,175.1,135.8,330.5,147,674.4
NAALADL1,11,26.8,81.8,70.9,54.7,131.5,78.3,99.3,39.4,214.7,33.2,79.9,67.4,57.6,63.1
NA,NA,59.8,855.3,169.3,277.6,182.8,871.2,500.4,156.2,52.3,104.7,113.3,108.1,121.6,57.7
SSH1,12,141,183.2,673.4,611.9,488.3,222.9,124.4,13.4,176.1,20.9,38.8,45.1,365.8,1072.7
GATC,12,57.1,323.7,520.3,29.2,452.9,276.8,64.2,104.6,86.7,75.1,40.8,57.3,81.9,49.8
AKR1D1,7,12.2,128.2,955.4,9.5,80.7,71.6,186.4,3.3,3.5,15.4,8.9,94.8,9.8,34.7
RPL38,17,33120.7,7320.4,1222,4406.8,390.5,26335,27152.1,7538.9,19751.8,11386.8,22567.2,18223.2,26736.4,51919.7
S1PR2,19,329.6,560.7,425.9,219.4,640.1,522.9,371.3,135.4,160.5,104.5,133.2,161.7,127.8,491.8
KCNK2,1,17.8,78.2,499.3,178.8,101.8,43.1,86.7,10.9,21.5,6.7,36.7,49.9,17.5,8.5
NXPH4,12,66.4,234.2,94.2,66.2,652.8,284.4,175,67.2,422.5,103.5,89.7,40.6,32.9,308.8
IGSF9B,11,1877.9,6981.7,4280.2,3803.8,11361.8,7661.9,6028.9,1489.8,1655.5,1644.6,2526.9,1299.9,1349.2,2202.1
NA,NA,31.9,35.4,192,39,451.9,68.2,41,4,12.7,9.9,19.2,59.2,29.4,32.8
VIM,10,20196.7,11895.2,1037.5,684.7,36,5016.2,13393.6,9001.6,3245.3,18880.1,14845.5,16007,19764.3,12956.8
NA,NA,57.7,178.7,177,212.6,257.4,260,170.8,71.3,77.9,44.3,90.6,98.5,89.7,92.2
NA,NA,491.8,2496,1277.7,659.1,2713.8,2225,1857.2,424.9,308.7,406.4,326.8,521,236.7,705.3
NA,NA,27.6,679,176.5,19.9,562.1,758.9,202.6,20.2,104.9,36.3,91.2,68.9,113.2,200.1
NA,NA,53.1,464,369.9,200.2,618.8,221.5,203.7,46.3,72.9,83.1,114.4,339.8,39.7,54.2
CEP152,15,7.9,38.1,41.9,24.9,42,25.3,8.2,6.3,2.2,4,7,8.7,5.3,29.1
NA,NA,36.4,27,78.2,174.4,393.3,223.9,39.1,20.7,24.5,42.8,41.8,68.1,4,8.9
NA,NA,14.5,263.1,58.9,16.6,179.5,82.5,44.3,14.3,16.1,9.9,11.1,61.4,13.3,43.5
NAP1L1,12,48.1,97.8,87.3,277.1,18,829.9,103.6,111.4,1184.8,163.5,78.5,72.6,522.4,250.2
MATN3,2,5.2,42.1,30.8,42.9,48.7,21.5,47.2,19.1,9.6,5.8,7.7,9.9,4.3,8.5
NA,NA,17.9,44.8,650.8,57.8,50.6,30.4,59,9.1,4.9,9.3,8.8,7.6,7.7,13.1
NA,NA,18.2,81.7,36.3,411,112,45.7,117.7,16.5,15.7,12.6,15.6,13.8,17.6,48
LCN1,9,18.4,104.7,527.4,251.9,130.6,92.6,77.7,15.5,22.7,8.3,13.8,31.8,13.7,89.4
GTPBP10,7,57.8,131.3,44.3,10.9,293.2,27.4,17.1,16.5,9.1,3.2,3.9,47.1,3.2,100.9
IGHV3OR16-13,16,761.9,2519,1623.3,1866.1,1507.7,2674.9,1493.8,857.7,863.3,715.9,1364.9,359.2,423.9,665
NA,NA,55,553.4,753.6,70.1,1067.1,1056.8,226.3,36.6,138.5,43.3,56.6,70,78.1,112.9
GNA12,7,8.5,17.3,96.2,19.4,30.2,21.6,17,7.7,6.1,4,11.2,14.2,18.8,11.2
PFKFB2,1,232.8,369.1,91.5,292.2,527.1,368.7,185.5,180.9,123.2,144.2,140.8,47.1,143.8,407.5
PFKFB2,1,317.4,1289.5,1678.6,869.6,1942.5,1006.9,1231.3,298.5,244.8,269.9,328.8,395.8,244.8,475.9
PRODH,22,11.4,142.8,58.8,52.9,101,163.2,87.4,28.1,19.5,53.8,23.7,50.3,31,60.2
PRODH,22,103.6,409.9,211.2,230.7,534.2,378,216.3,79.8,91.1,79.9,92.2,1591,70.1,112.9
DISC1,1,62.3,233.6,70.6,161.8,57.8,78.4,247,39.9,14.3,10.9,28,46,38.7,25.7
NA,NA,35.4,912.5,226.3,356.9,963.4,1154.8,591.6,54.4,25.9,27.9,87.1,78.9,48.9,61
RPE65,1,5,15.3,71.1,52.9,24.5,169,44.1,7.4,1,1.6,4,63,6.2,5.3
ANKRD34C,15,9.2,202.7,391,24.3,707.2,307.2,368.4,7,25.1,40.4,53,66.2,27.5,124.9
AP4E1,15,4.2,23.8,151.6,22.9,34.7,23.9,21.3,3.2,3,1.8,3.9,7.3,2.2,5.1
CACNB4,2,26.7,155.5,219.1,55.2,1117.6,201.2,717.1,9.7,19.4,69.9,31.3,252.9,102,57.6
NA,NA,4.8,218.2,69,232.6,42.1,282,178.7,16.7,5.3,15,13.4,133.7,75.1,122
ATP1B2,17,7.9,35.2,443.6,31.3,75.7,49.2,160.6,7.7,93.1,10.2,60.7,16,96.7,37.6
NA,NA,10.2,81.2,312.3,55.9,186.4,136.2,110.8,14.8,20,10.6,34.1,44.3,56.4,27.3
NA,NA,3.6,49.7,803.7,87.8,138.4,21,101.5,10.8,8.3,17.1,7.2,11.1,35.1,41.1
NA,NA,24,45,226.8,183.5,350.6,285,49.4,90.4,59,31.9,15.4,30.4,55.1,43.2
CSN2,4,54,445.7,320.8,240.6,463.7,346.4,990.3,77.2,75.3,67.1,66.5,127.1,56.4,120.2
MTRF1L,6,8.1,4.8,359.1,203.9,11.8,53.8,43.4,34.2,15.4,8.4,22.3,6.2,1.8,5.8
NA,NA,6.4,76.3,52,18.8,70.7,34.7,47.6,9.6,6.7,8.8,7.1,12.4,8.1,23.5
NR2E1,6,13.2,182.6,112.2,224.2,164.6,108.1,65.6,43,4.7,14.9,4,34.1,11.6,13.2
BRSK2,11,13.1,40.6,391.5,88,44.6,86.8,35,10.6,21.3,5.8,8.6,23.8,9.7,30.5
SLC22A13,3,23.1,865.9,634.8,42,1229.7,567.7,463.9,114.8,113.5,24.2,114.3,189.8,38.9,63.1
B3GALT5,21,195.9,1192.6,499.2,363.3,1164.4,1071.6,870.2,392.9,302.8,179.7,288.6,282.2,65.8,553.5
STXBP5L,3,108.9,56.3,105.3,35,334.7,293.6,314.9,84.9,35.2,28.4,40.7,94,46.9,51
STXBP5L,3,47.5,416.6,157.7,58.8,485.6,118.3,88.3,51.9,30.6,33.3,102.6,56.9,28.3,89.1
SLC7A11,4,205.4,1607.2,1428.4,801.8,1679.3,1185.5,903.6,241.3,319.9,220.1,247.6,285,258.6,643.3
SV2C,5,12.4,51.2,113.1,13.3,87,102.8,235.6,13.1,3.1,19.9,16.4,21.6,4.8,12.6
RAP2C,X,25,234.2,369.1,83.3,212.8,410.2,209.3,15,6.1,12.4,43.3,24.7,43.5,64.7
NA,NA,95,36,39.4,17.7,107.9,73.2,52.3,9.8,6.1,4.3,6.7,27.6,12.2,16.3
NA,NA,65.7,389.9,84,48,418.4,385.8,401.6,40.3,57.3,54.5,72.4,136.9,42.1,127.2
OR2H1,6,6.8,32.9,493.7,14.9,100.9,22.9,23.1,2.5,11.6,3.7,11.3,8.3,8.5,17.6
OR2H1,6,28.6,244.3,397.9,35.6,133.6,109.6,252.1,14.8,8.5,7.2,11.5,21.2,8.4,37
GNAO1,16,10.1,85.3,167.7,220.1,206.8,66.8,39.2,52.9,24.5,4,55,39.2,16.5,18.5
SSTR4,20,394.2,1401.2,1970.8,1721.4,1812.4,1086.9,509,295.6,112.7,164.8,314.4,406.3,262.8,396
C15orf5,15,20.9,240.3,35.7,152.1,35.2,137.1,91,9.8,15.2,5.5,19.9,165.3,47.6,37.3
NA,NA,82.7,90.8,433.3,238.5,496.5,368.9,636.9,52.8,37,48.4,61.3,91.6,53.5,70.8
NA,NA,3.6,60.6,46.5,8.2,25.9,15,9.9,1.3,1.3,1.4,2.4,3.3,2.9,4.4
CHRNA1,2,5.9,32.4,39.4,52.2,79.8,91.6,18.4,6,17.5,255,8.5,20.4,17.6,27.6
TLR6,4,76.2,211.1,514.5,418.7,159,104.4,71.6,58.4,12.4,25,37.1,114,36,130.9
TLR6,4,144.4,973.7,663,426.4,1363.7,956,560.4,100.7,113.1,116.1,130.8,210.4,115.9,269.9
OGG1,3,164,2151.3,525.8,1120.4,510,760.7,645.1,384.3,578.2,441.4,345.4,463.8,490.5,1054.2
OGG1,3,437.2,1807.4,744.5,309.5,1892.4,1407.5,1141.5,379.9,756.9,409.4,347.7,333.2,574.1,629.2
SIX3,2,27.6,281.8,940.6,309.8,955.6,523.2,449.1,101,89.1,102.6,276,152.1,22.3,171.9
PLRG1,4,39.9,390.5,246.5,78.2,1235.9,818.2,629.5,86.8,133.7,79.2,59.9,142,134.1,301.7
MGAT4C,12,21.7,372.6,58.7,141.4,439.7,709.5,418.5,66.3,10.1,15,21.8,70.4,38.9,76.6
CCDC9,19,247.9,1489,194,166.9,1690.8,1336.2,1169.4,138.7,291.8,138.5,465.1,155,704.5,1223.4
SAG,2,9.4,36.5,59.4,28.6,95.3,22.1,30.8,3.5,5.3,6.6,9.6,21.3,6.3,14
SAG,2,22.2,592.1,63.2,114.9,137.6,148.4,207.6,50.5,31.4,27.6,32.3,95.4,29,77.1
CHRNB2,1,65.9,736,2404.5,316,423.5,603,254.8,161.6,127.6,66.9,122.7,179,127.2,229
TYR,11,52.6,72.3,176.8,33.5,638.3,313.1,251.5,42.9,7.4,14.8,9,17,14.9,31.1
HIST1H2AL,6,29.9,302.1,113.2,58.4,197.6,312.2,345.4,70.8,68.4,68.4,47.8,29.3,63.4,124.5
HIST1H2AL,6,696.3,277.4,241.7,751.5,207.5,213,257.2,541.4,825.4,186,619.8,262,1071.2,1599.7
SLC1A3,5,9.9,23,173.5,173.8,17.7,36,207.3,35.1,3.8,4,23.7,20.5,8.8,10
ERVW-1,7,63.5,53.7,70.8,11.2,118.9,44,341.8,58.4,58.9,49.3,47.8,19.2,19.9,74
ACTG1,17,30051.9,4648.7,997.1,5335,887.4,3596.1,8975.2,10310.3,17088.2,19063.6,19647.8,18369.8,13870.1,33740.4
LPO,17,528,1728.9,1587.1,526.1,2240.4,2225.4,1363.5,308.7,583.2,327.4,438.1,662,484.6,1048.1
RBPMS,8,99.2,404.4,58.4,70,886.8,481.8,138.1,216.8,72.3,175.3,137.4,512.4,29.3,67.1
